KECAMATAN,KELURAHAN,RT,JENIS_KB,AKHIR_PKB,POKOK_PKB,JUMLAH_KENDARAAN
WARU,WARU,7,R,10/07/2024,311500,1
PENAJAM,SUNGAI PARIT,7,R,10/07/2025,171500,1
PENAJAM,SUNGAI PARIT,6,R,10/09/2025,190800,1
SEPAKU,SUKARAJA,13,R,10/09/2025,166300,1
BABULU,BABULU DARAT,4,R,10/09/2022,181300,1
SEPAKU,SEMOI DUA,4,R,10/09/2024,199710,1
PENAJAM,NENANG,2,R,10/09/2025,311500,1
WARU,SESULU,4,R,10/09/2025,210000,1
SEPAKU,SUKARAJA,9,R,10/09/2025,210000,1
WARU,SESULU,3,R,10/09/2025,197800,1
PENAJAM,PENAJAM,14,R,10/09/2023,174930,1
PENAJAM,GUNUNG STELENG,6,R,10/09/2025,218800,1
PENAJAM,PENAJAM,5,R,10/11/2025,182000,1
BABULU,SUMBER SARI,15,R,10/11/2024,173264,1
SEPAKU,BUMI HARAPAN,7,R,10/11/2025,218800,1
PENAJAM,GIRIMUKTI,11,R,10/11/2025,171500,1
PENAJAM,PENAJAM,15,R,10/13/2022,196000,1
PENAJAM,SEPAN,6,R,10/14/2025,577500,1
WARU,WARU,13,R,10/14/2025,311500,1
BABULU,BABULU DARAT,13,R,10/14/2020,180300,1
SEPAKU,BINUANG,6,R,10/14/2025,171500,1
BABULU,BABULU DARAT,12,R,10/14/2025,155800,1
SEPAKU,TELEMOW,11,R,10/14/2025,155800,1
PENAJAM,PETUNG,4,R,10/14/2025,171500,1
PENAJAM,PENAJAM,25,R,10/14/2025,194300,1
PENAJAM,RIKO,5,R,10/14/2025,180300,1
PENAJAM,GIRIMUKTI,15,R,10/14/2020,197800,1
PENAJAM,RIKO,1,R,10/14/2025,213500,1
PENAJAM,SESUMPU,4,R,10/14/2025,213500,1
PENAJAM,PENAJAM,2,R,10/14/2025,166300,1
PENAJAM,GIRIMUKTI,2,R,10/14/2025,301000,1
WARU,API-API,1,R,10/14/2023,307034,1
PENAJAM,GERSIK,11,R,10/14/2025,176800,1
BABULU,BABULU DARAT,30,R,10/14/2025,166300,1
PENAJAM,SUNGAI PARIT,8,R,10/14/2024,178360,1
WARU,WARU,11,R,10/15/2025,140000,1
BABULU,BABULU DARAT,6,R,10/15/2021,135450,1
PENAJAM,NIPAH-NIPAH,1,R,10/24/2025,245000,1
PENAJAM,PETUNG,10,R,11/28/2025,187300,1
PENAJAM,GIRIMUKTI,16,R,12/18/2021,117600,1
WARU,WARU,24,R,12/18/2021,229950,1
PENAJAM,PENAJAM,10,R,10/16/2024,190414,1
PENAJAM,SOTEK,5,R,10/16/2025,189000,1
PENAJAM,RIKO,3,R,10/16/2024,168070,1
BABULU,BABULU DARAT,7,R,10/16/2022,170015,1
BABULU,LABANGKA,3,R,10/16/2025,176800,1
PENAJAM,NENANG,8,R,10/16/2025,171500,1
PENAJAM,PENAJAM,17,R,10/16/2025,171500,1
PENAJAM,GIRIMUKTI,15,R,10/17/2022,182965,1
SEPAKU,SEPAKU,14,R,10/17/2021,313470,1
SEPAKU,SEMOI DUA,13,R,10/17/2025,182000,1
PENAJAM,GERSIK,8,R,10/17/2024,225800,1
SEPAKU,TELEMOW,9,R,10/17/2025,194300,1
SEPAKU,MARIDAN,13,R,10/17/2025,218800,1
PENAJAM,NIPAH-NIPAH,8,R,10/17/2025,176800,1
WARU,WARU,4,R,10/17/2020,315000,1
PENAJAM,SALOLOANG,8,R,10/17/2025,301000,1
PENAJAM,RIKO,1,R,10/17/2025,166300,1
WARU,WARU,20,R,11/04/2022,201300,1
BABULU,LABANGKA,2,R,11/04/2025,182000,1
PENAJAM,PETUNG,13,R,11/04/2023,159544,1
PENAJAM,PENAJAM,7,R,11/18/2024,175000,1
PENAJAM,LAWE-LAWE,7,R,11/04/2024,173600,1
PENAJAM,GIRIMUKTI,17,R,11/18/2025,171500,1
WARU,BANGUN MULYA,4,R,11/18/2025,171500,1
PENAJAM,PETUNG,5,R,12/02/2022,299515,1
WARU,WARU,4,R,12/02/2024,176800,1
WARU,WARU,22,R,11/18/2025,171500,1
WARU,WARU,8,R,11/18/2024,225800,1
WARU,WARU,4,R,11/18/2025,171500,1
WARU,WARU,27,R,11/18/2025,210000,1
PENAJAM,SOTEK,15,R,12/02/2024,195510,1
PENAJAM,PETUNG,18,R,12/02/2024,176800,1
BABULU,LABANGKA,3,R,11/18/2025,250300,1
PENAJAM,PENAJAM,10,R,11/18/2021,162270,1
WARU,BANGUN MULYA,9,R,12/02/2025,194300,1
PENAJAM,PENAJAM,19,R,12/02/2025,194300,1
WARU,WARU,4,R,12/02/2024,203175,1
PENAJAM,PETUNG,17,R,12/02/2024,199500,1
PENAJAM,GIRIPURWA,8,R,12/02/2021,162270,1
PENAJAM,NENANG,11,R,12/02/2025,332500,1
PENAJAM,PETUNG,6,R,12/02/2025,311500,1
BABULU,RAWA MULIA,6,R,10/20/2025,336000,1
PENAJAM,PETUNG,16,R,10/20/2025,336000,1
SEPAKU,SEMOI DUA,1,R,10/20/2025,213500,1
BABULU,BABULU LAUT,12,R,10/20/2024,220500,1
PENAJAM,SALOLOANG,5,R,10/20/2025,166300,1
PENAJAM,SALOLOANG,4,R,10/20/2025,166300,1
SEPAKU,MARIDAN,5,R,10/20/2025,189000,1
PENAJAM,SOTEK,12,R,10/20/2025,189000,1
SEPAKU,SUKO MULYO,7,R,10/20/2020,315000,1
PENAJAM,SOTEK,14,R,10/20/2025,301000,1
SEPAKU,TENGIN BARU,4,R,10/20/2024,202370,1
PENAJAM,PENAJAM,27,R,10/20/2025,190800,1
PENAJAM,PETUNG,7,R,10/21/2025,194300,1
WARU,WARU,6,R,10/21/2025,194300,1
SEPAKU,TENGIN BARU,5,R,10/21/2020,203000,1
SEPAKU,BINUANG,6,R,10/21/2023,176800,1
PENAJAM,SIDOREJO,8,R,10/21/2025,311500,1
WARU,WARU,25,R,10/21/2022,187775,1
PENAJAM,PETUNG,15,R,10/21/2023,180124,1
WARU,WARU,10,R,10/21/2021,166950,1
WARU,SESULU,2,R,10/21/2020,197800,1
WARU,SESULU,2,R,10/21/2025,176800,1
WARU,SESULU,9,R,10/21/2021,154350,1
PENAJAM,GIRIMUKTI,12,R,10/21/2025,166300,1
PENAJAM,TANJUNG TENGAH,3,R,10/22/2024,144060,1
WARU,WARU,16,R,10/22/2020,175000,1
WARU,SESULU,4,R,10/22/2025,197800,1
PENAJAM,PETUNG,11,R,10/22/2022,111740,1
PENAJAM,GUNUNG STELENG,2,R,10/22/2020,180300,1
PENAJAM,GUNUNG STELENG,8,R,10/22/2025,171500,1
PENAJAM,PENAJAM,15,R,10/22/2024,195510,1
BABULU,BABULU DARAT,1,R,10/22/2020,229300,1
BABULU,BABULU,7,R,10/22/2022,178500,1
PENAJAM,GIRIMUKTI,13,R,10/24/2025,197800,1
PENAJAM,TANJUNG TENGAH,2,R,10/24/2025,194300,1
PENAJAM,PENAJAM,3,R,10/24/2025,155800,1
BABULU,BABULU DARAT,1,R,10/24/2025,194300,1
PENAJAM,JENEBORA,7,R,10/24/2025,194300,1
SEPAKU,TENGIN BARU,1,R,10/28/2025,166300,1
SEPAKU,SUKARAJA,19,R,10/28/2021,157500,1
PENAJAM,PENAJAM,4,R,10/28/2025,176800,1
PENAJAM,GIRIMUKTI,9,R,10/28/2022,160303,1
PENAJAM,SOTEK,14,R,10/28/2025,189000,1
PENAJAM,GIRIMUKTI,3,R,10/28/2020,315000,1
PENAJAM,GIRIMUKTI,17,R,10/29/2022,191013,1
PENAJAM,PENAJAM,4,R,10/29/2025,176800,1
PENAJAM,GIRIMUKTI,8,R,10/29/2024,116580,1
PENAJAM,PETUNG,19,R,09/26/2025,218800,1
PENAJAM,PETUNG,21,R,10/29/2022,170015,1
SEPAKU,SUKARAJA,22,R,10/31/2025,166300,1
SEPAKU,SEPAKU,8,R,10/31/2025,197800,1
SEPAKU,TENGIN BARU,22,R,10/31/2025,166300,1
PENAJAM,JENEBORA,7,R,10/31/2025,176800,1
PENAJAM,SIDOREJO,4,R,10/31/2021,169969,1
BABULU,BABULU DARAT,5,R,10/31/2025,301000,1
SEPAKU,SEPAKU,3,R,11/04/2025,196000,1
SEPAKU,SEMOI DUA,3,R,11/04/2025,171500,1
SEPAKU,WONOSARI,1,R,11/04/2025,311500,1
SEPAKU,TENGIN BARU,5,R,11/04/2025,218800,1
SEPAKU,SUKO MULYO,3,R,11/04/2020,201300,1
PENAJAM,SIDOREJO,1,R,11/05/2025,194300,1
PENAJAM,PENAJAM,1,R,11/05/2025,208300,1
BABULU,RINTIK,7,R,11/05/2022,165113,1
SEPAKU,PEMALUAN,4,R,11/05/2025,194300,1
PENAJAM,BULUMINUNG,5,R,11/05/2025,250300,1
PENAJAM,BULUMINUNG,5,R,11/05/2022,239575,1
PENAJAM,BULUMINUNG,5,R,11/05/2025,250300,1
WARU,SESULU,3,R,11/05/2021,165113,1
WARU,WARU,1,R,11/05/2025,171500,1
PENAJAM,GIRIMUKTI,2,R,11/05/2025,171500,1
BABULU,BABULU DARAT,18,R,11/05/2025,171500,1
WARU,SESULU,3,R,11/06/2025,166300,1
PENAJAM,GUNUNG STELENG,4,R,11/06/2025,166300,1
BABULU,GUNUNG MAKMUR,8,R,11/07/2021,184320,1
PENAJAM,GIRIMUKTI,18,R,11/07/2025,194300,1
WARU,WARU,11,R,11/07/2023,201250,1
PENAJAM,GIRIMUKTI,11,R,11/07/2024,195510,1
PENAJAM,PENAJAM,9,R,11/07/2023,201300,1
PENAJAM,LAWE-LAWE,2,R,11/07/2025,171500,1
PENAJAM,GIRIMUKTI,12,R,11/07/2023,174930,1
PENAJAM,PENAJAM,4,R,11/07/2025,171500,1
WARU,WARU,10,R,11/07/2025,171500,1
PENAJAM,GIRIMUKTI,11,R,11/07/2025,171500,1
BABULU,SEBAKUNG JAYA,11,R,11/07/2020,220500,1
PENAJAM,NENANG,1,R,11/07/2025,210000,1
BABULU,GUNUNG MAKMUR,13,R,11/07/2025,218800,1
WARU,WARU,15,R,11/08/2021,178500,1
PENAJAM,SEPAN,7,R,11/08/2024,173264,1
BABULU,BABULU DARAT,3,R,11/08/2024,199500,1
PENAJAM,PENAJAM,4,R,11/08/2020,180300,1
PENAJAM,PENAJAM,17,R,11/08/2024,173264,1
PENAJAM,GUNUNG STELENG,4,R,11/08/2025,218800,1
BABULU,GUNUNG MULIA,13,R,11/08/2025,171500,1
PENAJAM,SEPAN,1,R,11/08/2025,155800,1
PENAJAM,PETUNG,11,R,11/08/2024,195510,1
PENAJAM,RIKO,2,R,11/08/2021,182700,1
PENAJAM,GUNUNG STELENG,1,R,11/11/2025,197800,1
PENAJAM,GUNUNG STELENG,9,R,11/11/2025,189000,1
SEPAKU,TELEMOW,8,R,11/11/2025,189000,1
BABULU,GUNUNG MAKMUR,15,R,11/11/2023,222300,1
PENAJAM,NENANG,6,R,11/11/2025,194300,1
PENAJAM,GIRIMUKTI,2,R,11/11/2025,155800,1
PENAJAM,GUNUNG STELENG,5,R,11/11/2025,218800,1
PENAJAM,BULUMINUNG,1,R,11/11/2022,346500,1
WARU,WARU,22,R,11/11/2025,155800,1
PENAJAM,NENANG,2,R,11/11/2025,190800,1
PENAJAM,PENAJAM,5,R,11/11/2025,194300,1
BABULU,BABULU DARAT,5,R,11/11/2021,162270,1
WARU,WARU,4,R,11/11/2025,194300,1
BABULU,SUMBER SARI,8,R,11/11/2022,165113,1
BABULU,RINTIK,1,R,11/11/2025,171500,1
WARU,WARU,26,R,11/11/2025,470800,1
PENAJAM,GIRIMUKTI,14,R,11/11/2021,245480,1
SEPAKU,TENGIN BARU,14,R,11/11/2025,176800,1
WARU,WARU,7,R,11/11/2025,141800,1
SEPAKU,TELEMOW,6,R,11/11/2025,166300,1
SEPAKU,SEMOI DUA,2,R,11/11/2025,166300,1
PENAJAM,PENAJAM,1,R,11/11/2024,301000,1
BABULU,LABANGKA,6,R,11/11/2025,301000,1
PENAJAM,NENANG,12,R,11/11/2023,182000,1
PENAJAM,PETUNG,10,R,11/11/2025,176800,1
BABULU,BABULU DARAT,3,R,11/11/2025,176800,1
PENAJAM,NENANG,3,R,11/11/2025,197800,1
WARU,WARU,12,R,11/11/2024,194300,1
BABULU,BABULU DARAT,2,R,11/11/2020,199500,1
PENAJAM,SOTEK,6,R,11/11/2023,173300,1
PENAJAM,PENAJAM,18,R,11/13/2025,182000,1
PENAJAM,PETUNG,11,R,11/13/2025,171500,1
WARU,WARU,13,R,11/13/2024,176800,1
BABULU,GUNUNG MAKMUR,5,R,11/13/2022,165113,1
PENAJAM,BULUMINUNG,4,R,11/13/2025,311500,1
PENAJAM,GUNUNG STELENG,6,R,11/13/2025,218800,1
PENAJAM,PENAJAM,26,R,11/13/2025,218800,1
BABULU,BABULU DARAT,23,R,11/13/2024,192080,1
PENAJAM,GUNUNG STELENG,5,R,11/13/2025,190800,1
WARU,BANGUN MULYA,6,R,11/13/2024,195510,1
PENAJAM,NIPAH-NIPAH,3,R,11/13/2025,171500,1
BABULU,SEBAKUNG JAYA,12,R,11/13/2025,155800,1
SEPAKU,ARGO MULYO,7,R,11/13/2025,210000,1
PENAJAM,SEPAN,4,R,11/13/2025,250300,1
WARU,WARU,22,R,11/13/2020,313470,1
WARU,API-API,6,R,11/14/2025,301000,1
BABULU,LABANGKA,18,R,11/14/2021,283500,1
SEPAKU,SEPAKU,2,R,11/14/2025,301000,1
PENAJAM,PENAJAM,1,R,11/14/2025,180300,1
PENAJAM,SALOLOANG,3,R,11/14/2025,189000,1
PENAJAM,NENANG,3,R,11/14/2022,173300,1
WARU,BANGUN MULYA,6,R,11/14/2022,181300,1
PENAJAM,PETUNG,6,R,11/15/2025,189000,1
PENAJAM,BULUMINUNG,5,R,11/15/2025,189000,1
PENAJAM,GIRIPURWA,7,R,11/15/2021,157500,1
PENAJAM,PETUNG,12,R,11/15/2025,194300,1
PENAJAM,GUNUNG STELENG,2,R,11/13/2025,171500,1
WARU,SESULU,3,R,11/17/2025,301000,1
PENAJAM,PENAJAM,17,R,11/17/2022,193795,1
BABULU,BABULU DARAT,24,R,11/17/2025,301000,1
PENAJAM,GIRIPURWA,7,R,11/18/2025,171500,1
SEPAKU,SEPAKU,5,R,11/18/2025,171500,1
SEPAKU,SEPAKU,14,R,11/18/2021,292950,1
BABULU,LABANGKA BARAT,9,R,11/18/2025,208300,1
PENAJAM,GIRIPURWA,4,R,11/18/2025,301000,1
PENAJAM,SALOLOANG,2,R,11/18/2020,185500,1
PENAJAM,GIRIPURWA,6,R,11/18/2024,303604,1
PENAJAM,PETUNG,8,R,11/18/2025,189000,1
PENAJAM,SEPAN,5,R,11/18/2025,166300,1
PENAJAM,NENANG,10,R,11/18/2025,171500,1
PENAJAM,GIRIMUKTI,16,R,11/18/2020,180300,1
BABULU,LABANGKA,2,R,11/18/2022,313300,1
SEPAKU,PEMALUAN,1,R,11/18/2020,210000,1
BABULU,BABULU DARAT,3,R,11/18/2025,176800,1
PENAJAM,GIRIMUKTI,16,R,11/18/2025,166300,1
SEPAKU,WONOSARI,2,R,11/18/2024,168070,1
PENAJAM,GERSIK,7,R,11/18/2025,155800,1
BABULU,LABANGKA,1,R,11/18/2024,195510,1
BABULU,LABANGKA BARAT,1,R,11/18/2024,159120,1
BABULU,BABULU DARAT,4,R,11/18/2024,221284,1
PENAJAM,GUNUNG STELENG,5,R,11/18/2025,190800,1
BABULU,LABANGKA,3,R,11/18/2020,229300,1
PENAJAM,PETUNG,6,R,12/16/2025,182000,1
WARU,BANGUN MULYA,32,R,12/16/2025,194300,1
PENAJAM,SALOLOANG,5,R,01/06/2021,190800,1
PENAJAM,PENAJAM,6,R,01/13/2025,176800,1
BABULU,BABULU DARAT,6,R,10/29/2023,180075,1
PENAJAM,GIRIMUKTI,14,R,01/06/2022,162270,1
PENAJAM,SOTEK,6,R,12/16/2025,182000,1
PENAJAM,BULUMINUNG,2,R,12/16/2025,194300,1
PENAJAM,GIRIMUKTI,7,R,12/16/2025,194300,1
PENAJAM,PENAJAM,2,R,12/16/2024,199500,1
PENAJAM,GIRIPURWA,4,R,01/06/2024,201300,1
WARU,WARU,2,R,12/16/2025,332500,1
BABULU,BABULU DARAT,2,R,01/13/2025,176800,1
PENAJAM,GIRIPURWA,6,R,01/13/2025,176800,1
PENAJAM,GIRIMUKTI,8,R,12/16/2025,194300,1
PENAJAM,PETUNG,6,R,12/16/2025,171500,1
PENAJAM,TANJUNG TENGAH,1,R,11/21/2025,176800,1
BABULU,BABULU DARAT,32,R,11/21/2025,166300,1
SEPAKU,SUKARAJA,25,R,11/21/2024,303604,1
PENAJAM,SEPAN,1,R,11/24/2025,166300,1
PENAJAM,PENAJAM,23,R,11/25/2025,194300,1
SEPAKU,SEPAKU,20,R,11/25/2023,145600,1
SEPAKU,KARANG JINAWI,3,R,11/25/2025,115500,1
SEPAKU,TENGIN BARU,15,R,11/25/2025,176800,1
SEPAKU,TENGIN BARU,1,R,11/25/2025,176800,1
SEPAKU,BUMI HARAPAN,13,R,11/25/2025,176800,1
PENAJAM,LAWE-LAWE,7,R,11/25/2024,190414,1
SEPAKU,MARIDAN,3,R,11/25/2025,166300,1
SEPAKU,BUMI HARAPAN,10,R,11/25/2025,189000,1
SEPAKU,MARIDAN,32,R,12/05/2025,301000,1
SEPAKU,BINUANG,8,R,03/04/2022,211800,1
SEPAKU,SEMOI DUA,2,R,01/21/2023,173300,1
SEPAKU,ARGO MULYO,4,R,01/21/2024,196000,1
SEPAKU,SUKARAJA,12,R,02/12/2025,166300,1
SEPAKU,SEMOI DUA,11,R,02/12/2025,175000,1
PENAJAM,PENAJAM,2,R,11/27/2020,157500,1
PENAJAM,PENAJAM,24,R,11/27/2025,176800,1
PENAJAM,PENAJAM,5,R,11/27/2025,189000,1
PENAJAM,GUNUNG STELENG,10,R,11/27/2025,166300,1
WARU,WARU,3,R,11/27/2025,166300,1
WARU,SESULU,6,R,11/27/2024,127400,1
BABULU,SEBAKUNG JAYA,13,R,11/27/2024,168070,1
BABULU,GUNUNG INTAN,11,R,11/27/2025,173300,1
PENAJAM,PENAJAM,19,R,11/27/2022,336700,1
WARU,SESULU,6,R,12/01/2020,185500,1
PENAJAM,NIPAH-NIPAH,7,R,12/01/2025,208300,1
PENAJAM,PENAJAM,2,R,12/01/2025,197800,1
PENAJAM,NENANG,1,R,12/01/2025,197800,1
PENAJAM,SOTEK,7,R,12/01/2025,197800,1
SEPAKU,BUKIT RAYA,13,R,12/02/2024,195510,1
SEPAKU,TELEMOW,10,R,12/02/2025,194300,1
PENAJAM,PETUNG,5,R,01/07/2020,97500,1
PENAJAM,PENAJAM,4,R,12/02/2025,194300,1
PENAJAM,BULUMINUNG,2,R,12/02/2024,199500,1
WARU,SESULU,4,R,12/02/2025,210000,1
PENAJAM,GIRIPURWA,10,R,12/02/2025,182000,1
WARU,WARU,26,R,12/02/2020,203000,1
PENAJAM,PENAJAM,7,R,12/02/2020,203000,1
SEPAKU,SEPAKU,12,R,12/02/2025,171500,1
SEPAKU,SUKO MULYO,10,R,12/02/2025,171500,1
WARU,BANGUN MULYA,13,R,12/02/2022,259000,1
PENAJAM,BULUMINUNG,3,R,12/02/2021,166950,1
PENAJAM,NIPAH-NIPAH,5,R,12/02/2025,189000,1
BABULU,LABANGKA,7,R,12/02/2022,289803,1
PENAJAM,GIRIMUKTI,13,R,12/02/2021,283500,1
PENAJAM,PETUNG,6,R,12/02/2025,180300,1
PENAJAM,NENANG,3,R,12/03/2025,197800,1
PENAJAM,GUNUNG STELENG,8,R,12/03/2025,166300,1
WARU,WARU,10,R,12/03/2020,197800,1
BABULU,BABULU DARAT,3,R,12/03/2025,301000,1
WARU,WARU,21,R,12/03/2023,313300,1
WARU,WARU,24,R,12/03/2022,313250,1
BABULU,GUNUNG INTAN,8,R,12/03/2024,198940,1
SEPAKU,BUMI HARAPAN,3,R,12/03/2023,313300,1
BABULU,GUNUNG MULIA,8,R,12/03/2025,194300,1
PENAJAM,NIPAH-NIPAH,4,R,12/03/2025,194300,1
PENAJAM,NENANG,5,R,12/03/2025,197800,1
SEPAKU,PEMALUAN,1,R,01/24/2024,239800,1
SEPAKU,SUKARAJA,25,R,12/05/2020,175000,1
BABULU,LABANGKA,5,R,12/05/2025,197800,1
SEPAKU,BUMI HARAPAN,6,R,12/05/2025,189000,1
BABULU,RAWA MULIA,11,R,12/05/2023,169834,1
WARU,WARU,22,R,12/05/2020,199500,1
PENAJAM,GUNUNG STELENG,7,R,12/05/2025,155800,1
PENAJAM,PENAJAM,23,R,12/05/2025,194300,1
BABULU,BABULU LAUT,18,R,12/05/2025,210000,1
BABULU,SRI RAHARJA,8,R,12/05/2025,218800,1
PENAJAM,PETUNG,3,R,12/05/2022,178500,1
BABULU,BABULU,1,R,12/05/2022,178500,1
PENAJAM,NENANG,5,R,12/08/2020,185500,1
SEPAKU,SEPAKU,1,R,12/08/2024,168070,1
SEPAKU,MARIDAN,12,R,12/08/2025,166300,1
PENAJAM,NENANG,10,R,12/09/2025,194300,1
SEPAKU,PEMALUAN,2,R,12/09/2025,155800,1
PENAJAM,GIRIMUKTI,13,R,12/09/2025,171500,1
BABULU,SUMBER SARI,8,R,12/09/2023,178500,1
WARU,WARU,9,R,12/09/2025,171500,1
SEPAKU,PEMALUAN,4,R,12/09/2024,176800,1
WARU,WARU,6,R,12/09/2022,227500,1
PENAJAM,PENAJAM,24,R,12/09/2025,311500,1
PENAJAM,PENAJAM,3,R,12/09/2022,189000,1
PENAJAM,SOTEK,15,R,12/09/2021,148050,1
BABULU,RINTIK,7,R,12/09/2021,201250,1
PENAJAM,NIPAH-NIPAH,9,R,12/09/2020,180300,1
BABULU,SUMBER SARI,8,R,12/09/2021,162270,1
PENAJAM,BULUMINUNG,1,R,12/09/2025,171500,1
BABULU,RAWA MULIA,3,R,12/09/2025,155800,1
PENAJAM,PENAJAM,24,R,12/09/2020,206500,1
PENAJAM,PENAJAM,10,R,12/09/2025,171500,1
PENAJAM,PETUNG,20,R,12/09/2025,171500,1
PENAJAM,PENAJAM,25,R,12/09/2025,194300,1
BABULU,BABULU LAUT,9,R,12/09/2025,171500,1
PENAJAM,NENANG,8,R,12/09/2020,180300,1
PENAJAM,SUNGAI PARIT,7,R,12/09/2025,171500,1
PENAJAM,PENAJAM,20,R,12/09/2024,199500,1
BABULU,BANGUN MULYA,10,R,12/09/2025,171500,1
PENAJAM,NENANG,11,R,12/09/2021,162400,1
PENAJAM,PENAJAM,16,R,12/09/2025,194300,1
PENAJAM,NIPAH-NIPAH,5,R,12/09/2024,199500,1
SEPAKU,TELEMOW,9,R,12/10/2025,213500,1
SEPAKU,SIDOMULYO ,16,R,12/10/2023,166320,1
PENAJAM,GIRIMUKTI,4,R,12/10/2025,171500,1
BABULU,BABULU DARAT,10,R,12/10/2024,195510,1
SEPAKU,SUKARAJA,18,R,12/10/2025,197800,1
BABULU,RINTIK,8,R,12/10/2025,218800,1
PENAJAM,PENAJAM,25,R,12/10/2025,218800,1
PENAJAM,SEPAN,4,R,12/10/2025,171500,1
WARU,WARU,2,R,12/10/2024,199500,1
PENAJAM,GUNUNG STELENG,7,R,12/10/2025,218800,1
PENAJAM,SEPAN,7,R,12/10/2025,197800,1
PENAJAM,PENAJAM,22,R,12/10/2025,218800,1
BABULU,LABANGKA BARAT,7,R,12/11/2025,171500,1
PENAJAM,PENAJAM,19,R,12/11/2025,171500,1
PENAJAM,PENAJAM,24,R,12/11/2022,169800,1
PENAJAM,GUNUNG STELENG,6,R,12/11/2025,176800,1
SEPAKU,BUKIT RAYA,8,R,12/11/2025,166300,1
PENAJAM,SESUMPU,1,R,12/11/2025,213500,1
PENAJAM,PETUNG,11,R,12/11/2025,189000,1
WARU,WARU,18,R,12/11/2025,301000,1
BABULU,GUNUNG MULIA,7,R,12/11/2025,197800,1
PENAJAM,GIRIMUKTI,9,R,12/11/2025,169800,1
PENAJAM,PETUNG,7,R,12/11/2025,213500,1
PENAJAM,SEPAN,7,R,12/11/2025,182000,1
WARU,WARU,24,R,12/11/2025,171500,1
PENAJAM,GIRIMUKTI,2,R,12/11/2022,178500,1
PENAJAM,PENAJAM,9,R,12/11/2025,171500,1
SEPAKU,WONOSARI,2,R,12/11/2024,183554,1
SEPAKU,BINUANG,1,R,12/11/2025,213500,1
PENAJAM,GUNUNG STELENG,5,R,12/16/2025,180300,1
PENAJAM,NENANG,14,R,12/16/2022,196000,1
PENAJAM,RIKO,3,R,12/16/2020,252000,1
PENAJAM,PETUNG,5,R,12/16/2025,189000,1
PENAJAM,RIKO,6,R,12/16/2025,176800,1
WARU,SESULU,7,R,12/16/2025,176800,1
BABULU,BABULU DARAT,26,R,12/16/2024,309800,1
PENAJAM,PENAJAM,22,R,03/21/2025,318500,1
PENAJAM,RIKO,2,R,05/23/2020,232800,1
PENAJAM,GIRIPURWA,3,R,05/23/2024,222120,1
SEPAKU,BUMI HARAPAN,1,R,05/23/2024,206500,1
BABULU,GUNUNG INTAN,13,R,05/23/2025,204800,1
PENAJAM,SEPAN,6,R,05/23/2024,206500,1
BABULU,GUNUNG INTAN,3,R,05/23/2023,211800,1
SEPAKU,TENGIN BARU,16,R,05/23/2020,213500,1
BABULU,GUNUNG MULIA,7,R,05/23/2025,215300,1
PENAJAM,PETUNG,20,R,05/23/2022,202344,1
WARU,SESULU,7,R,05/23/2025,215300,1
BABULU,LABANGKA BARAT,5,R,05/23/2021,198450,1
PENAJAM,SOTEK,12,R,05/23/2024,217000,1
SEPAKU,MARIDAN,13,R,05/23/2025,183800,1
SEPAKU,KARANG JINAWI,6,R,05/23/2020,189000,1
WARU,SESULU,9,R,05/23/2020,182000,1
SEPAKU,BINUANG,4,R,05/23/2024,269500,1
SEPAKU,TENGIN BARU,18,R,05/23/2025,266000,1
PENAJAM,PETUNG,8,R,05/23/2025,266000,1
SEPAKU,SEPAKU,7,R,05/23/2024,269500,1
SEPAKU,KARANG JINAWI,1,R,05/23/2020,327300,1
SEPAKU,KARANG JINAWI,1,R,05/23/2024,302800,1
SEPAKU,SUKO MULYO,10,R,05/23/2025,292300,1
PENAJAM,BULUMINUNG,1,R,05/23/2024,437500,1
PENAJAM,SOTEK,14,R,05/23/2023,458500,1
PENAJAM,BULUMINUNG,3,R,05/23/2020,294000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2023,260800,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,0,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,0,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2023,260800,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2022,260800,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2023,260800,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2023,260800,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,0,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
