KECAMATAN,KELURAHAN,RT,JENIS_KB,AKHIR_PKB,POKOK_PKB,JUMLAH_KENDARAAN
PENAJAM,SOTEK,5,R,07/28/2025,152300,1
PENAJAM,NIPAH-NIPAH,1,R,07/27/2025,26300,1
PENAJAM,GIRIMUKTI,17,R,07/31/2025,94500,1
WARU,WARU,11,R,08/12/2023,122500,1
PENAJAM,GUNUNG STELENG,10,R,08/22/2025,150500,1
WARU,BANGUN MULYA,14,R,08/28/2025,115500,1
WARU,WARU,24,R,08/28/2024,118384,1
PENAJAM,PENAJAM,1,R,09/01/2025,152300,1
WARU,WARU,16,R,09/01/2023,135485,1
SEPAKU,BINUANG,53,R,09/04/2025,143500,1
PENAJAM,GUNUNG STELENG,5,R,09/04/2025,152300,1
BABULU,BABULU DARAT,15,R,09/09/2025,129500,1
PENAJAM,GIRIMUKTI,8,R,09/09/2025,152250,1
PENAJAM,PETUNG,7,R,09/07/2023,99470,1
PENAJAM,GUNUNG STELENG,10,R,10/04/2021,19250,1
SEPAKU,TENGIN BARU,17,R,10/15/2025,222300,1
PENAJAM,GUNUNG STELENG,8,R,10/15/2025,152300,1
WARU,WARU,15,R,11/25/2021,26250,1
BABULU,BABULU,6,R,11/12/2025,143500,1
PENAJAM,PETUNG,16,R,11/20/2025,115500,1
WARU,BANGUN MULYA,20,R,11/20/2025,115500,1
PENAJAM,GIRIMUKTI,5,R,11/20/2025,143500,1
SEPAKU,MARIDAN,26,R,11/20/2025,143500,1
WARU,WARU,10,R,12/08/2020,126000,1
BABULU,RAWA MULIA,8,R,12/08/2024,159300,1
WARU,WARU,14,R,12/08/2025,152300,1
PENAJAM,NIPAH-NIPAH,2,R,09/16/2025,140000,1
SEPAKU,SEMOI DUA,11,R,09/16/2025,166300,1
PENAJAM,PETUNG,6,R,09/23/2025,89300,1
PENAJAM,GIRIMUKTI,19,R,09/23/2025,140000,1
PENAJAM,PETUNG,9,R,09/26/2020,150500,1
SEPAKU,SEPAKU,2,R,10/07/2025,166250,1
PENAJAM,GIRIMUKTI,12,R,10/12/2025,68250,1
PENAJAM,GIRIMUKTI,17,R,10/22/2025,166300,1
BABULU,GUNUNG INTAN,4,R,07/24/2025,245000,1
PENAJAM,NENANG,2,R,10/31/2025,140000,1
WARU,WARU,6,R,11/11/2025,140000,1
WARU,SESULU,4,R,11/11/2025,140000,1
PENAJAM,GIRIMUKTI,7,R,11/15/2025,166300,1
BABULU,BABULU DARAT,3,R,11/25/2025,140000,1
PENAJAM,PETUNG,10,R,11/26/2023,105000,1
PENAJAM,SUNGAI PARIT,1,R,12/06/2024,80500,1
SEPAKU,SEMOI DUA,18,R,07/24/2024,246800,1
WARU,WARU,3,R,12/30/2024,144060,1
SEPAKU,MARIDAN,33,R,01/23/2023,148800,1
BABULU,SEBAKUNG JAYA,12,R,02/17/2025,141800,1
PENAJAM,PENAJAM,3,R,02/19/2021,152300,1
BABULU,BABULU DARAT,21,R,02/25/2021,135450,1
BABULU,BABULU,7,R,02/25/2024,148800,1
BABULU,SEBAKUNG JAYA,11,R,07/24/2024,296744,1
PENAJAM,PENAJAM,2,R,03/11/2021,150500,1
PENAJAM,PETUNG,4,R,03/28/2021,106610,1
SEPAKU,BUKIT RAYA,11,R,12/16/2025,98000,1
PENAJAM,GIRIMUKTI,2,R,04/01/2020,152300,1
PENAJAM,PENAJAM,2,R,07/08/2022,152163,1
WARU,SESULU,2,R,04/23/2024,148800,1
PENAJAM,GUNUNG STELENG,1,R,07/24/2024,257600,1
BABULU,LABANGKA,8,R,07/25/2025,204800,1
WARU,SESULU,4,R,05/13/2020,152300,1
PENAJAM,PETUNG,2,R,05/20/2024,147000,1
SEPAKU,SEMOI DUA,12,R,06/16/2023,182000,1
PENAJAM,BUKIT SUBUR,10,R,06/17/2025,141750,1
WARU,WARU,11,R,06/23/2022,120400,1
SEPAKU,BUMI HARAPAN,21,R,06/26/2025,89300,1
SEPAKU,BUMI HARAPAN,8,R,07/25/2023,208300,1
PENAJAM,PETUNG,1,R,07/03/2025,141800,1
WARU,BANGUN MULYA,21,R,07/14/2023,150500,1
BABULU,BABULU LAUT,8,R,07/19/2025,141800,1
PENAJAM,PETUNG,9,R,07/19/2025,141800,1
SEPAKU,SEMOI DUA,13,R,07/30/2023,182000,1
PENAJAM,LAWE-LAWE,7,R,08/05/2025,108500,1
WARU,API-API,4,R,08/08/2022,120400,1
PENAJAM,PETUNG,6,R,08/12/2025,141800,1
PENAJAM,GIRIPURWA,8,R,07/25/2020,204800,1
BABULU,BABULU LAUT,8,R,08/20/2025,141800,1
PENAJAM,SIDOREJO,6,R,08/27/2024,93480,1
WARU,WARU,5,R,09/02/2025,141750,1
PENAJAM,PETUNG,6,R,09/08/2025,141800,1
WARU,WARU,10,R,09/08/2022,120400,1
SEPAKU,WONOSARI,1,R,07/25/2020,204800,1
PENAJAM,GIRIMUKTI,2,R,07/25/2022,169440,1
WARU,API-API,1,R,09/15/2025,141800,1
PENAJAM,PENAJAM,2,R,09/15/2025,141800,1
WARU,WARU,10,R,09/15/2024,108180,1
WARU,WARU,2,R,09/26/2025,141800,1
PENAJAM,NIPAH-NIPAH,3,R,10/06/2025,148800,1
WARU,BANGUN MULYA,5,R,10/06/2025,171500,1
PENAJAM,GIRIMUKTI,20,R,10/06/2024,140220,1
WARU,WARU,8,R,10/13/2024,148800,1
WARU,WARU,8,R,10/20/2025,141800,1
PENAJAM,PENAJAM,10,R,10/15/2021,92269,1
BABULU,BABULU DARAT,9,R,10/21/2023,154350,1
BABULU,BABULU DARAT,4,R,10/21/2024,145824,1
PENAJAM,NENANG,13,R,10/28/2025,141800,1
PENAJAM,GUNUNG STELENG,4,R,04/26/2025,120800,1
PENAJAM,GIRIMUKTI,6,R,04/10/2024,71800,1
PENAJAM,PETUNG,1,R,07/07/2024,78800,1
PENAJAM,PETUNG,10,R,07/28/2025,129500,1
PENAJAM,NENANG,8,R,05/09/2025,208300,1
PENAJAM,PENAJAM,22,R,01/05/2025,136500,1
SEPAKU,TENGIN BARU,13,R,02/20/2023,0,1
BABULU,BABULU DARAT,6,R,11/20/2020,127800,1
SEPAKU,ARGO MULYO,18,R,05/09/2024,220500,1
PENAJAM,SUNGAI PARIT,5,R,05/09/2024,252000,1
PENAJAM,PENAJAM,20,R,05/09/2025,248500,1
BABULU,SEBAKUNG JAYA,3,R,05/09/2024,278300,1
PENAJAM,BULUMINUNG,1,R,05/09/2024,278300,1
SEPAKU,SUKO MULYO,12,R,05/09/2024,211800,1
WARU,WARU,3,R,05/09/2024,220500,1
PENAJAM,PEJALA,3,R,05/09/2024,220500,1
PENAJAM,BULUMINUNG,1,R,05/09/2024,220500,1
PENAJAM,PENAJAM,15,R,05/09/2024,260800,1
BABULU,BABULU DARAT,6,R,05/08/2024,211800,1
BABULU,BABULU DARAT,29,R,05/09/2024,203000,1
PENAJAM,GUNUNG STELENG,16,R,05/09/2025,274800,1
PENAJAM,PETUNG,12,R,05/10/2025,304500,1
BABULU,BABULU DARAT,29,R,05/10/2024,406000,1
PENAJAM,GIRIMUKTI,13,R,05/11/2024,208300,1
PENAJAM,PANTAI LANGO,5,R,05/11/2024,323800,1
PENAJAM,LAWE-LAWE,1,R,05/11/2025,320300,1
PENAJAM,RIKO,3,R,05/11/2025,234500,1
SEPAKU,PEMALUAN,5,R,05/11/2024,248500,1
WARU,SESULU,11,R,05/12/2025,355250,1
PENAJAM,JENEBORA,3,R,05/12/2025,406000,1
SEPAKU,MARIDAN,2,R,05/12/2025,379800,1
PENAJAM,GIRIMUKTI,4,R,11/29/2023,225800,1
PENAJAM,PENAJAM,2,R,05/15/2025,213500,1
BABULU,BABULU DARAT,31,R,05/15/2024,217000,1
PENAJAM,PENAJAM,27,R,05/15/2025,213500,1
PENAJAM,LAWE-LAWE,2,R,05/15/2025,287000,1
BABULU,GUNUNG INTAN,4,R,05/15/2024,253800,1
BABULU,GUNUNG MULIA,14,R,05/15/2024,236300,1
PENAJAM,PANTAI LANGO,3,R,05/15/2024,376300,1
PENAJAM,PENAJAM,21,R,05/15/2025,406000,1
PENAJAM,GUNUNG STELENG,4,R,05/15/2025,339500,1
PENAJAM,PETUNG,8,R,05/15/2024,343000,1
SEPAKU,BUMI HARAPAN,8,R,05/16/2025,262500,1
PENAJAM,PENAJAM,4,R,05/16/2025,217000,1
BABULU,BABULU DARAT,8,R,05/16/2024,211800,1
SEPAKU,BINUANG,8,R,05/16/2024,211800,1
PENAJAM,NENANG,10,R,05/19/2024,208300,1
SEPAKU,BINUANG,8,R,05/19/2024,274800,1
BABULU,GUNUNG INTAN,18,R,05/19/2025,413000,1
BABULU,SEBAKUNG JAYA,2,R,05/19/2025,414800,1
BABULU,BABULU DARAT,8,R,05/19/2025,224000,1
PENAJAM,SOTEK,6,R,05/19/2024,245000,1
WARU,API-API,7,R,05/19/2025,245000,1
PENAJAM,SOTEK,16,R,05/19/2025,245000,1
BABULU,LABANGKA,7,R,05/19/2024,245000,1
BABULU,BABULU DARAT,1,R,05/19/2024,213500,1
PENAJAM,PETUNG,11,R,05/19/2025,213500,1
SEPAKU,TENGIN BARU,21,R,05/19/2025,234500,1
BABULU,GUNUNG MAKMUR,2,R,05/19/2025,218800,1
PENAJAM,RIKO,1,R,05/19/2024,320300,1
PENAJAM,KAMPUNG BARU,3,R,05/19/2024,339500,1
BABULU,RINTIK,1,R,05/19/2024,379800,1
PENAJAM,SOTEK,2,R,05/19/2025,379800,1
SEPAKU,TELEMOW,11,R,05/19/2025,406000,1
PENAJAM,GIRIPURWA,9,R,05/19/2024,406000,1
SEPAKU,SUKARAJA,25,R,05/23/2025,271300,1
PENAJAM,PETUNG,14,R,05/23/2024,203000,1
SEPAKU,TELEMOW,1,R,05/23/2025,203000,1
BABULU,BABULU LAUT,18,R,05/23/2025,208300,1
BABULU,LABANGKA,11,R,05/23/2024,208300,1
SEPAKU,SUKARAJA,8,R,05/23/2025,208300,1
PENAJAM,LAWE-LAWE,3,R,05/23/2024,208300,1
SEPAKU,BUMI HARAPAN,4,R,05/23/2024,208300,1
PENAJAM,PETUNG,14,R,05/23/2024,208300,1
WARU,WARU,27,R,05/23/2025,217000,1
WARU,SESULU,11,R,05/23/2024,217000,1
WARU,SESULU,7,R,05/23/2025,217000,1
PENAJAM,PETUNG,12,R,05/23/2024,217000,1
SEPAKU,MARIDAN,22,R,05/23/2024,217000,1
PENAJAM,RIKO,1,R,05/23/2024,217000,1
PENAJAM,GIRIMUKTI,17,R,05/23/2025,217000,1
WARU,BANGUN MULYA,2,R,05/23/2025,248500,1
BABULU,LABANGKA,5,R,05/23/2025,274800,1
SEPAKU,BUKIT RAYA,3,R,05/23/2025,274800,1
PENAJAM,LAWE-LAWE,3,R,05/23/2024,208300,1
BABULU,BABULU DARAT,24,R,05/23/2025,217000,1
PENAJAM,GIRIMUKTI,14,R,05/23/2024,0,1
PENAJAM,SEPAN,2,R,05/23/2024,208300,1
WARU,WARU,4,R,05/23/2024,208300,1
BABULU,GUNUNG MAKMUR,12,R,05/23/2025,208300,1
BABULU,LABANGKA BARAT,2,R,05/23/2024,208300,1
BABULU,RAWA MULIA,13,R,05/23/2025,236250,1
PENAJAM,SIDOREJO,6,R,05/23/2025,248500,1
SEPAKU,BUKIT RAYA,5,R,05/23/2024,248500,1
PENAJAM,NIPAH-NIPAH,5,R,05/23/2024,262500,1
SEPAKU,SEPAKU,2,R,05/23/2024,274800,1
PENAJAM,PETUNG,18,R,05/23/2024,274800,1
BABULU,SRI RAHARJA,7,R,05/23/2025,414800,1
BABULU,GUNUNG MULIA,13,R,05/23/2025,203000,1
BABULU,RINTIK,5,R,05/23/2025,271300,1
SEPAKU,BUKIT RAYA,8,R,05/23/2024,203000,1
SEPAKU,TENGIN BARU,5,R,05/23/2025,203000,1
PENAJAM,BULUMINUNG,1,R,05/23/2024,208300,1
PENAJAM,GUNUNG STELENG,3,R,05/23/2025,208250,1
WARU,API-API,3,R,05/23/2025,208300,1
PENAJAM,GIRIMUKTI,11,R,05/23/2024,208300,1
BABULU,BABULU LAUT,12,R,05/23/2024,208300,1
PENAJAM,RIKO,3,R,05/23/2025,208300,1
SEPAKU,PEMALUAN,2,R,05/23/2025,208300,1
PENAJAM,GUNUNG STELENG,3,R,05/23/2025,208300,1
SEPAKU,MENTAWIR,3,R,05/23/2025,208300,1
PENAJAM,RIKO,2,R,05/23/2024,217000,1
WARU,WARU,20,R,05/23/2025,217000,1
PENAJAM,PENAJAM,2,R,05/23/2025,248500,1
SEPAKU,SUKARAJA,18,R,05/23/2025,262500,1
BABULU,GUNUNG MULIA,14,R,05/23/2025,262500,1
SEPAKU,TENGIN BARU,18,R,05/23/2024,262500,1
PENAJAM,GUNUNG STELENG,4,R,05/23/2024,274800,1
PENAJAM,GUNUNG STELENG,4,R,05/23/2025,274800,1
PENAJAM,GIRIMUKTI,16,R,05/23/2025,274750,1
SEPAKU,SUKO MULYO,1,R,05/23/2024,274800,1
SEPAKU,SEPAKU,6,R,05/23/2024,274800,1
PENAJAM,GIRIMUKTI,15,R,05/23/2025,413000,1
SEPAKU,BUKIT RAYA,12,R,05/23/2025,455000,1
SEPAKU,BUKIT RAYA,6,R,05/23/2025,463800,1
PENAJAM,RIKO,6,R,05/24/2025,217000,1
SEPAKU,BUMI HARAPAN,3,R,05/24/2025,217000,1
WARU,WARU,28,R,05/24/2024,274800,1
SEPAKU,PEMALUAN,6,R,05/24/2025,304500,1
PENAJAM,GERSIK,1,R,05/24/2024,304500,1
BABULU,SRI RAHARJA,2,R,05/24/2025,208300,1
WARU,API-API,6,R,05/24/2025,217000,1
BABULU,BABULU DARAT,9,R,05/24/2024,255500,1
PENAJAM,PETUNG,7,R,05/24/2025,411300,1
PENAJAM,NENANG,7,R,05/24/2024,462000,1
WARU,BANGUN MULYA,11,R,06/14/2025,148800,1
PENAJAM,GIRIMUKTI,15,R,05/25/2024,203000,1
BABULU,SUMBER SARI,2,R,05/25/2025,208300,1
SEPAKU,SUKARAJA,7,R,05/25/2025,463800,1
PENAJAM,PENAJAM,9,R,05/25/2024,217000,1
PENAJAM,GUNUNG STELENG,5,R,05/25/2024,203000,1
BABULU,BABULU DARAT,6,R,05/25/2024,217000,1
PENAJAM,PETUNG,11,R,05/25/2024,274800,1
PENAJAM,NENANG,2,R,05/25/2025,0,1
PENAJAM,SUNGAI PARIT,6,R,05/25/2024,0,1
PENAJAM,PETUNG,18,R,05/25/2024,0,1
PENAJAM,GIRIMUKTI,12,R,05/25/2024,0,1
SEPAKU,BUMI HARAPAN,3,R,05/26/2024,304500,1
SEPAKU,MARIDAN,2,R,05/26/2024,320300,1
PENAJAM,JENEBORA,3,R,05/26/2025,260750,1
PENAJAM,SUNGAI PARIT,4,R,05/26/2024,388500,1
SEPAKU,TENGIN BARU,14,R,05/26/2024,245000,1
PENAJAM,PETUNG,12,R,05/26/2024,232800,1
WARU,WARU,6,R,05/26/2025,406000,1
PENAJAM,PENAJAM,5,R,05/29/2025,203000,1
PENAJAM,BUKIT SUBUR,4,R,05/29/2025,203000,1
PENAJAM,PENAJAM,16,R,05/29/2025,208250,1
WARU,BANGUN MULYA,4,R,05/29/2024,248500,1
WARU,API-API,6,R,05/29/2024,208300,1
SEPAKU,BINUANG,8,R,05/29/2025,274800,1
PENAJAM,PENAJAM,9,R,05/29/2024,203000,1
BABULU,GUNUNG INTAN,10,R,05/29/2024,217000,1
SEPAKU,SUKARAJA,6,R,05/29/2024,217000,1
PENAJAM,RIKO,4,R,05/29/2024,208300,1
BABULU,GUNUNG INTAN,13,R,05/29/2024,262500,1
SEPAKU,BUMI HARAPAN,4,R,05/30/2025,208300,1
PENAJAM,GERSIK,4,R,05/30/2024,208300,1
SEPAKU,BUMI HARAPAN,6,R,05/30/2025,217000,1
PENAJAM,PETUNG,18,R,05/30/2025,217000,1
PENAJAM,GERSIK,8,R,05/30/2024,262500,1
SEPAKU,TENGIN BARU,6,R,05/30/2024,208300,1
WARU,WARU,15,R,05/30/2025,208250,1
WARU,WARU,6,R,05/30/2024,217000,1
SEPAKU,TENGIN BARU,12,R,05/30/2025,262500,1
PENAJAM,SOTEK,11,R,05/30/2024,274800,1
PENAJAM,SIDOREJO,1,R,05/30/2025,274800,1
SEPAKU,BUKIT RAYA,2,R,05/30/2025,255500,1
SEPAKU,SUKARAJA,18,R,05/30/2024,406000,1
BABULU,BABULU DARAT,6,R,05/30/2024,203000,1
BABULU,RINTIK,2,R,05/30/2025,274800,1
BABULU,BABULU DARAT,18,R,05/30/2025,274800,1
BABULU,BABULU DARAT,10,R,05/30/2024,271300,1
PENAJAM,PANTAI LANGO,3,R,05/30/2024,262500,1
SEPAKU,BUMI HARAPAN,9,R,05/30/2025,463800,1
PENAJAM,JENEBORA,12,R,05/30/2025,208250,1
SEPAKU,ARGO MULYO,11,R,05/30/2024,208300,1
WARU,SESULU,7,R,05/30/2024,217000,1
SEPAKU,BUMI HARAPAN,3,R,05/30/2024,351800,1
PENAJAM,PENAJAM,10,R,05/30/2024,203000,1
PENAJAM,PENAJAM,6,R,05/30/2024,203000,1
PENAJAM,PENAJAM,2,R,05/30/2024,208300,1
SEPAKU,MENTAWIR,3,R,05/30/2024,208300,1
BABULU,SUMBER SARI,14,R,05/30/2024,208300,1
PENAJAM,JENEBORA,10,R,05/30/2024,208300,1
PENAJAM,PENAJAM,8,R,05/30/2024,217000,1
WARU,WARU,1,R,01/28/2021,127800,1
PENAJAM,GUNUNG STELENG,13,R,05/30/2025,217000,1
PENAJAM,PENAJAM,14,R,05/30/2024,217000,1
PENAJAM,GIRIMUKTI,14,R,05/30/2024,262500,1
SEPAKU,MENTAWIR,1,R,05/30/2024,262500,1
SEPAKU,MARIDAN,2,R,05/30/2025,304500,1
BABULU,BABULU DARAT,24,R,05/30/2024,274800,1
BABULU,GUNUNG MULIA,13,R,05/30/2024,274800,1
PENAJAM,NENANG,4,R,05/30/2025,274800,1
PENAJAM,PANTAI LANGO,6,R,05/30/2025,463750,1
SEPAKU,SEMOI DUA,18,R,05/30/2025,355300,1
PENAJAM,SOTEK,11,R,05/30/2025,217000,1
WARU,WARU,23,R,06/20/2024,537300,1
PENAJAM,PEJALA,3,R,06/05/2025,262500,1
SEPAKU,SEPAKU,3,R,06/05/2025,203000,1
PENAJAM,NENANG,2,R,06/05/2025,262500,1
WARU,API-API,4,R,06/05/2025,217000,1
PENAJAM,SUNGAI PARIT,6,R,06/05/2025,262500,1
WARU,API-API,1,R,06/05/2024,224000,1
BABULU,SUMBER SARI,15,R,06/05/2025,224000,1
SEPAKU,TELEMOW,9,R,06/05/2025,245000,1
BABULU,BABULU DARAT,17,R,05/24/2024,502300,1
BABULU,BABULU DARAT,5,R,06/05/2025,339500,1
WARU,BANGUN MULYA,6,R,06/05/2025,406000,1
SEPAKU,TELEMOW,2,R,06/05/2024,371000,1
PENAJAM,SOTEK,1,R,06/05/2024,245000,1
WARU,WARU,12,R,06/05/2025,213500,1
SEPAKU,TELEMOW,10,R,06/06/2025,262500,1
PENAJAM,BULUMINUNG,6,R,06/06/2024,262500,1
PENAJAM,PANTAI LANGO,3,R,06/06/2025,262500,1
PENAJAM,PENAJAM,11,R,06/06/2024,339500,1
SEPAKU,BUMI HARAPAN,4,R,06/06/2025,320250,1
PENAJAM,GIRIMUKTI,14,R,06/06/2024,224000,1
PENAJAM,PEJALA,5,R,06/06/2024,245000,1
SEPAKU,BUMI HARAPAN,2,R,06/06/2025,320300,1
BABULU,BABULU DARAT,27,R,06/06/2025,203000,1
PENAJAM,GIRIMUKTI,17,R,06/06/2025,427000,1
PENAJAM,GIRIMUKTI,14,R,06/06/2025,208300,1
BABULU,SEBAKUNG JAYA,14,R,06/06/2024,208300,1
PENAJAM,RIKO,6,R,06/06/2024,208300,1
PENAJAM,RIKO,6,R,06/06/2024,274800,1
PENAJAM,SUNGAI PARIT,6,R,06/06/2024,203000,1
WARU,WARU,2,R,06/06/2024,217000,1
PENAJAM,SIDOREJO,2,R,06/06/2025,208300,1
BABULU,RAWA MULIA,14,R,06/06/2025,320300,1
PENAJAM,BULUMINUNG,4,R,06/06/2024,320300,1
PENAJAM,GERSIK,5,R,06/06/2025,339500,1
BABULU,LABANGKA,2,R,06/06/2025,379750,1
PENAJAM,SOTEK,7,R,06/06/2025,379800,1
SEPAKU,BUKIT RAYA,12,R,06/06/2025,255500,1
BABULU,BABULU LAUT,9,R,06/06/2025,217000,1
PENAJAM,BUKIT SUBUR,7,R,06/08/2024,208300,1
WARU,SESULU,5,R,06/08/2024,262500,1
SEPAKU,TENGIN BARU,4,R,06/08/2024,208300,1
SEPAKU,TELEMOW,13,R,06/08/2024,208300,1
PENAJAM,GIRIMUKTI,17,R,06/08/2024,208300,1
PENAJAM,TANJUNG TENGAH,3,R,06/08/2025,208250,1
SEPAKU,SEMOI DUA,8,R,06/08/2025,217000,1
WARU,API-API,2,R,06/08/2024,217000,1
SEPAKU,TENGIN BARU,5,R,06/08/2025,236300,1
SEPAKU,SEPAKU,8,R,06/08/2024,262500,1
SEPAKU,SEPAKU,2,R,06/08/2024,262500,1
BABULU,GUNUNG INTAN,2,R,06/08/2025,274800,1
BABULU,BABULU DARAT,32,R,06/08/2024,274800,1
BABULU,GUNUNG MULIA,3,R,06/08/2024,274800,1
SEPAKU,SEPAKU,9,R,06/08/2025,274800,1
SEPAKU,TENGIN BARU,4,R,06/08/2025,304500,1
SEPAKU,SUKARAJA,5,R,06/08/2025,413000,1
SEPAKU,TENGIN BARU,14,R,06/08/2024,463800,1
SEPAKU,ARGO MULYO,21,R,06/08/2025,463800,1
PENAJAM,RIKO,1,R,06/08/2024,208300,1
PENAJAM,PETUNG,7,R,06/08/2025,208300,1
PENAJAM,PETUNG,7,R,06/08/2025,262500,1
SEPAKU,PEMALUAN,3,R,06/08/2025,262500,1
SEPAKU,BUMI HARAPAN,4,R,06/08/2025,262500,1
PENAJAM,SESUMPU,3,R,06/08/2025,262500,1
PENAJAM,GIRIPURWA,1,R,06/08/2024,463800,1
PENAJAM,PETUNG,7,R,06/08/2024,406000,1
BABULU,LABANGKA,16,R,06/08/2024,276500,1
BABULU,LABANGKA BARAT,10,R,06/08/2024,217000,1
WARU,BANGUN MULYA,3,R,06/08/2024,274800,1
PENAJAM,JENEBORA,6,R,06/08/2025,208250,1
BABULU,BABULU DARAT,21,R,06/08/2024,208300,1
PENAJAM,SIDOREJO,2,R,06/08/2025,208300,1
PENAJAM,NENANG,16,R,06/08/2025,208250,1
PENAJAM,GUNUNG STELENG,16,R,06/08/2024,208300,1
WARU,WARU,18,R,06/08/2025,208300,1
PENAJAM,PENAJAM,24,R,06/08/2025,217000,1
SEPAKU,TENGIN BARU,3,R,06/08/2025,217000,1
PENAJAM,SUNGAI PARIT,7,R,06/08/2025,217000,1
SEPAKU,MARIDAN,15,R,06/08/2025,274800,1
PENAJAM,PETUNG,1,R,06/08/2025,274800,1
PENAJAM,PENAJAM,20,R,06/08/2025,414800,1
PENAJAM,BULUMINUNG,1,R,06/08/2024,402500,1
PENAJAM,PENAJAM,2,R,06/08/2024,413000,1
SEPAKU,SUKO MULYO,1,R,06/08/2025,638800,1
PENAJAM,SOTEK,13,R,06/12/2025,262500,1
PENAJAM,GIRIPURWA,8,R,06/12/2025,217000,1
SEPAKU,TENGIN BARU,21,R,06/12/2025,274750,1
PENAJAM,GIRIMUKTI,17,R,06/12/2025,213500,1
SEPAKU,BUMI HARAPAN,5,R,06/12/2025,416500,1
PENAJAM,SUNGAI PARIT,7,R,06/12/2024,234500,1
PENAJAM,PENAJAM,23,R,06/12/2025,218750,1
PENAJAM,JENEBORA,13,R,06/12/2025,320300,1
PENAJAM,RIKO,6,R,06/12/2025,320300,1
PENAJAM,BULUMINUNG,6,R,06/12/2025,320300,1
BABULU,BABULU DARAT,31,R,06/12/2025,320300,1
BABULU,BABULU DARAT,32,R,06/12/2025,260750,1
PENAJAM,GIRIPURWA,3,R,06/12/2024,260800,1
BABULU,BABULU DARAT,20,R,06/12/2025,427000,1
BABULU,LABANGKA,7,R,06/12/2025,371000,1
PENAJAM,BULUMINUNG,1,R,06/12/2025,339500,1
PENAJAM,GIRIPURWA,9,R,06/12/2024,320300,1
PENAJAM,PENAJAM,12,R,06/12/2024,213500,1
PENAJAM,SOTEK,10,R,06/12/2025,213500,1
WARU,API-API,2,R,06/12/2025,213500,1
SEPAKU,KARANG JINAWI,4,R,06/22/2025,339500,1
PENAJAM,PETUNG,16,R,06/14/2025,0,1
PENAJAM,PENAJAM,18,R,06/14/2024,0,1
BABULU,BABULU DARAT,9,R,06/15/2024,208300,1
BABULU,BABULU DARAT,8,R,06/15/2025,208250,1
PENAJAM,NIPAH-NIPAH,6,R,06/15/2025,208250,1
PENAJAM,LAWE-LAWE,4,R,06/15/2024,217000,1
WARU,WARU,7,R,06/15/2024,274800,1
SEPAKU,WONOSARI,8,R,06/16/2024,274800,1
SEPAKU,KARANG JINAWI,4,R,06/16/2025,274800,1
BABULU,BABULU DARAT,19,R,06/16/2025,339500,1
BABULU,LABANGKA BARAT,6,R,06/16/2025,218800,1
SEPAKU,SUKARAJA,6,R,06/16/2025,320300,1
PENAJAM,GUNUNG STELENG,4,R,08/13/2024,128660,1
PENAJAM,BULUMINUNG,1,R,06/20/2025,262500,1
WARU,BANGUN MULYA,10,R,06/20/2024,262500,1
SEPAKU,MARIDAN,6,R,06/20/2024,262500,1
BABULU,BABULU DARAT,8,R,06/20/2024,208300,1
BABULU,BABULU DARAT,2,R,06/20/2024,217000,1
SEPAKU,BINUANG,7,R,06/20/2024,274800,1
PENAJAM,SOTEK,11,R,06/20/2024,255500,1
PENAJAM,PENAJAM,28,R,06/20/2025,262500,1
PENAJAM,PENAJAM,11,R,06/20/2024,208300,1
PENAJAM,PETUNG,22,R,06/20/2024,208300,1
PENAJAM,GUNUNG STELENG,5,R,06/20/2024,236300,1
PENAJAM,PENAJAM,25,R,06/20/2024,274800,1
PENAJAM,PETUNG,12,R,06/22/2025,262500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2024,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2025,276500,1
SEPAKU,TENGIN BARU,16,R,06/22/2025,463800,1
SEPAKU,SEMOI DUA,11,R,06/22/2025,208300,1
SEPAKU,BUMI HARAPAN,10,R,06/22/2024,203000,1
PENAJAM,SOTEK,7,R,06/22/2025,208250,1
SEPAKU,SEMOI DUA,5,R,06/22/2024,262500,1
SEPAKU,TELEMOW,10,R,06/22/2025,203000,1
SEPAKU,BUMI HARAPAN,2,R,06/22/2025,274800,1
SEPAKU,MARIDAN,3,R,06/22/2025,274750,1
SEPAKU,SUKO MULYO,5,R,06/22/2024,203000,1
SEPAKU,SUKO MULYO,5,R,06/22/2025,203000,1
PENAJAM,SEPAN,7,R,06/22/2025,208300,1
BABULU,BABULU DARAT,2,R,06/22/2025,208300,1
SEPAKU,KARANG JINAWI,4,R,06/22/2025,217000,1
BABULU,LABANGKA,17,R,06/22/2025,217000,1
SEPAKU,PEMALUAN,1,R,06/22/2025,248500,1
